"product_name","product_link","product_description","product_category","text-primary href","category","text-primary href 2","text-primary 3","text-primary href 3","comment_count","upvotes_count"
"Vela","https://www.producthunt.com/products/vela-4","AI scheduling that works the way a great EA does","Productivity","https://www.producthunt.com/topics/productivity","Calendar","https://www.producthunt.com/topics/calendar","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","24","122"
"Menta","https://www.producthunt.com/products/menta-3","Software that runs clinic’s admin, records, + billing w/ AI","SaaS","https://www.producthunt.com/topics/saas","Tech","https://www.producthunt.com/topics/tech","Health","https://www.producthunt.com/topics/health","10","129"
"Agent Monitor","https://www.producthunt.com/products/agent-monitor-track-ai-traffic","Server-side analytics for AI & bot traffic","Analytics","https://www.producthunt.com/topics/analytics","Marketing","https://www.producthunt.com/topics/marketing","SEO","https://www.producthunt.com/topics/seo","38","131"
"MockAPI Dog","https://www.producthunt.com/products/mockapi-dog","Instant mock REST & LLM APIs - free, no signup required","API","https://www.producthunt.com/topics/api-1","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","5","129"
"Visla AI Director Mode","https://www.producthunt.com/products/visla","Continuous scene-by-scene AI video generation","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Business","https://www.producthunt.com/topics/business","Video","https://www.producthunt.com/topics/video","10","129"
"HyperCaps for macOS","https://www.producthunt.com/products/hypercaps-for-macos","Turn CapsLock into a Super Key & Boost Productivity","Mac","https://www.producthunt.com/topics/mac","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","9","130"
"SPECTRE","https://www.producthunt.com/products/spectre-2","An agentic coding workflow for product builders","Software Engineering","https://www.producthunt.com/topics/software-engineering","Developer Tools","https://www.producthunt.com/topics/developer-tools","GitHub","https://www.producthunt.com/topics/github","24","129"
"OpenFlowKit","https://www.producthunt.com/products/openflowkit","100% Free and Open Source Diagram Creator with Total Control","Design Tools","https://www.producthunt.com/topics/design-tools","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","8","131"
"Cube","https://www.producthunt.com/products/cube-dev","AI agent that builds your data model and answers questions","Analytics","https://www.producthunt.com/topics/analytics","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Data","https://www.producthunt.com/topics/data","8","127"
"Observational Memory by Mastra","https://www.producthunt.com/products/mastra","Give your AI agents human-like memory","Software Engineering","https://www.producthunt.com/topics/software-engineering","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","6","129"
"Falconer","https://www.producthunt.com/products/falconer","The source of truth for knowledge, context, and docs.","Productivity","https://www.producthunt.com/topics/productivity","Writing","https://www.producthunt.com/topics/writing","Developer Tools","https://www.producthunt.com/topics/developer-tools","21","135"
"serenities","https://www.producthunt.com/products/serenities","Connect your own AI with unlimited prompts and easy deploy","SaaS","https://www.producthunt.com/topics/saas","Database","https://www.producthunt.com/topics/database","Vibe coding","https://www.producthunt.com/topics/vibe-coding","17","127"
"StayAwake.Dev","https://www.producthunt.com/products/stayawake-dev","The one tab developers never close","Task Management","https://www.producthunt.com/topics/task-management","Time Tracking","https://www.producthunt.com/topics/time-tracking","","","9","126"
"Polsia","https://www.producthunt.com/products/polsia","AI that runs your company while you sleep","Productivity","https://www.producthunt.com/topics/productivity","SaaS","https://www.producthunt.com/topics/saas","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","27","137"
"NeuroBlock","https://www.producthunt.com/products/neuroblock","No-code AI Lab: Train models, access datasets, run inference","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Tech","https://www.producthunt.com/topics/tech","Data & Analytics","https://www.producthunt.com/topics/data-analytics","27","124"
"Bezel","https://www.producthunt.com/products/bezel-2","Wirelessly Mirror any iPhone on your Mac","Productivity","https://www.producthunt.com/topics/productivity","Meetings","https://www.producthunt.com/topics/meetings","Apple","https://www.producthunt.com/topics/apple","8","128"
"Decks For Good","https://www.producthunt.com/products/decks-for-good","Get fundraising advice when you give to charity","Investing","https://www.producthunt.com/topics/investing","Venture Capital","https://www.producthunt.com/topics/venture-capital","Fundraising","https://www.producthunt.com/topics/fundraising","10","124"
"ScreenSorts","https://www.producthunt.com/products/screensorts","Search every screenshot, text, and detail privately","Mac","https://www.producthunt.com/topics/mac","Productivity","https://www.producthunt.com/topics/productivity","SaaS","https://www.producthunt.com/topics/saas","10","128"
"RankingSuperior","https://www.producthunt.com/products/rankingsuperior","Rank and get cited using your expertise","Marketing","https://www.producthunt.com/topics/marketing","SEO","https://www.producthunt.com/topics/seo","","","19","126"
"AgentReady","https://www.producthunt.com/products/agentready-2","Cut your AI token costs by 40-60% with one API call","API","https://www.producthunt.com/topics/api-1","Fintech","https://www.producthunt.com/topics/fintech","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","21","129"
"Multitui","https://www.producthunt.com/products/multitui","Sandbox claude code, codex, or any TUI on macOS","Mac","https://www.producthunt.com/topics/mac","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","15","133"
"PredictLeads Technographics Dataset","https://www.producthunt.com/products/predictleads-technographics-dataset","Source-backed technographics with an API and MCP server.","API","https://www.producthunt.com/topics/api-1","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Data","https://www.producthunt.com/topics/data","11","122"
"Brainstream","https://www.producthunt.com/products/brainstream","Agentic AI notes: smart search, briefs & tasks","Android","https://www.producthunt.com/topics/android","Productivity","https://www.producthunt.com/topics/productivity","Task Management","https://www.producthunt.com/topics/task-management","22","122"
"MemoryPlugin for OpenClaw","https://www.producthunt.com/products/memoryplugin-for-openclaw","One memory across OpenClaw, ChatGPT, Claude & Gemini","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","","","20","130"
"FoodHealth Score","https://www.producthunt.com/products/foodhealth-score","Find healthier groceries while you shop online","Chrome Extensions","https://www.producthunt.com/topics/chrome-extensions","Health & Fitness","https://www.producthunt.com/topics/health-fitness","Productivity","https://www.producthunt.com/topics/productivity","18","127"
"VibePad","https://www.producthunt.com/products/vibepad","Control AI coding assistants with a gamepad from your couch","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","Vibe coding","https://www.producthunt.com/topics/vibe-coding","8","130"
"Tapfree for Android","https://www.producthunt.com/products/tapfree-for-android-2","Voice dictation that adapts to what’s on your screen","Android","https://www.producthunt.com/topics/android","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","35","119"
"Collective OS","https://www.producthunt.com/products/collective-os","The Al-powered referral network for agencies & consultants","Freelance","https://www.producthunt.com/topics/freelance","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","9","127"
"Repaint","https://www.producthunt.com/products/repaint-ai-website-builder","Build a website by chatting with AI","Website Builder","https://www.producthunt.com/topics/website-builder","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Web Design","https://www.producthunt.com/topics/web-design","18","125"
"Yuma Social AI","https://www.producthunt.com/products/yuma-social-ai","Put your ecommerce social media on auto-pilot","SaaS","https://www.producthunt.com/topics/saas","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","E-Commerce","https://www.producthunt.com/topics/e-commerce","10","121"
"Agent Credit","https://www.producthunt.com/products/agent-credit-credit-line-for-ai-agents","The first credit line for agents","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","GitHub","https://www.producthunt.com/topics/github","Web3","https://www.producthunt.com/topics/web3","3","122"
"CCgather","https://www.producthunt.com/products/ccgather","Document your Claude Code journey","Web App","https://www.producthunt.com/topics/web-app","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","11","127"
"Heimdall","https://www.producthunt.com/products/heimdall-3","See the real-time telemetry for objects in Earth's orbit","Analytics","https://www.producthunt.com/topics/analytics","Space","https://www.producthunt.com/topics/space","Tech","https://www.producthunt.com/topics/tech","14","126"
"PeonPing","https://www.producthunt.com/products/peonping","Stop babysitting Claude Code (or Codex, Cursor, + more)","Productivity","https://www.producthunt.com/topics/productivity","User Experience","https://www.producthunt.com/topics/user-experience","Developer Tools","https://www.producthunt.com/topics/developer-tools","6","121"
"Orca","https://www.producthunt.com/products/orca-3","Play, mod, and host Minecraft from your browser with AI","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Games","https://www.producthunt.com/topics/games","Entertainment","https://www.producthunt.com/topics/entertainment","14","119"
"Alkemi","https://www.producthunt.com/products/alkemi","Your AI data teammate in Slack","Slack","https://www.producthunt.com/topics/slack","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Data & Analytics","https://www.producthunt.com/topics/data-analytics","7","132"
"Mengram","https://www.producthunt.com/products/mengram","AI memory API with 3 types: facts, events, and workflows","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","9","116"
"Lums","https://www.producthunt.com/products/lums","Chat with your money and let Lums build your budget.","Fintech","https://www.producthunt.com/topics/fintech","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Money","https://www.producthunt.com/topics/money","35","117"
"Skills for Agents","https://www.producthunt.com/products/skills-for-agents","One-click AI skills for your business","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","","","8","121"
"Just The Article Please","https://www.producthunt.com/products/just-the-article-please","A simple article reader for the web","Web App","https://www.producthunt.com/topics/web-app","Productivity","https://www.producthunt.com/topics/productivity","News","https://www.producthunt.com/topics/news","19","128"
"Makers Page","https://www.producthunt.com/products/makers-page","Your hub to showcase your projects and verify your revenue","Social Media","https://www.producthunt.com/topics/social-media","Marketing","https://www.producthunt.com/topics/marketing","SaaS","https://www.producthunt.com/topics/saas","30","120"
"JustScribe","https://www.producthunt.com/products/justscribe","On-device instant voice transcription","Privacy","https://www.producthunt.com/topics/privacy","Audio","https://www.producthunt.com/topics/audio","","","21","121"
"WikiTrip 2.0","https://www.producthunt.com/products/wikitrip","Location-based audio guide powered by Wikipedia","iOS","https://www.producthunt.com/topics/ios","","","","","7","118"
"Toggle for OpenClaw","https://www.producthunt.com/products/togglex-openclaw","Turn your work activity into structured AI context.","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","13","118"
"Afterpage","https://www.producthunt.com/products/afterpage","Smart document organization with AI that learns","Productivity","https://www.producthunt.com/topics/productivity","Storage","https://www.producthunt.com/topics/storage","Apple","https://www.producthunt.com/topics/apple","9","118"
"Developer Docs Audit","https://www.producthunt.com/products/nakora","Increase LLM visibility, signups and activated users","Marketing","https://www.producthunt.com/topics/marketing","SEO","https://www.producthunt.com/topics/seo","Developer Tools","https://www.producthunt.com/topics/developer-tools","5","119"
"Commit Please","https://www.producthunt.com/products/commit-please","GitHub-powered coworking for developers","GitHub","https://www.producthunt.com/topics/github","Games","https://www.producthunt.com/topics/games","Development","https://www.producthunt.com/topics/development","6","124"
"Gravity Notes For Mac","https://www.producthunt.com/products/gravity-notes-for-mac","Private offline notepad","Android","https://www.producthunt.com/topics/android","Productivity","https://www.producthunt.com/topics/productivity","Notes","https://www.producthunt.com/topics/notes","5","117"
"On-Call Health","https://www.producthunt.com/products/on-call-health","Catch overload before it burns out your incident responders","Developer Tools","https://www.producthunt.com/topics/developer-tools","GitHub","https://www.producthunt.com/topics/github","Data Visualization","https://www.producthunt.com/topics/data-visualization","4","115"
"HostedClaws","https://www.producthunt.com/products/hostedclaws","Your own AI employee that runs 24/7 with no set up","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Tech","https://www.producthunt.com/topics/tech","7","112"
"Tusk 2.0","https://www.producthunt.com/products/tusk-4","Test code changes with production traffic","SaaS","https://www.producthunt.com/topics/saas","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","1","115"
"Your AI Clone","https://www.producthunt.com/products/your-ai-clone","Your clone remembers people you've never met","Social Network","https://www.producthunt.com/topics/social-network","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","E-Commerce","https://www.producthunt.com/topics/e-commerce","10","120"
"Merge","https://www.producthunt.com/products/merge-connect-apple-watch-to-android","Use your Apple Watch with any Android phone","Android","https://www.producthunt.com/topics/android","Wearables","https://www.producthunt.com/topics/wearables","Apple","https://www.producthunt.com/topics/apple","6","113"
"Molt Beach","https://www.producthunt.com/products/molt-beach","A million-pixel beach for AI agents — claim & animate pixels","Funny","https://www.producthunt.com/topics/funny","Bots","https://www.producthunt.com/topics/bots","Digital Art","https://www.producthunt.com/topics/digital-art","5","123"
"Padel Chess","https://www.producthunt.com/products/padel-chess","Padel tactics learning app","Sports","https://www.producthunt.com/topics/sports","Education","https://www.producthunt.com/topics/education","SaaS","https://www.producthunt.com/topics/saas","7","113"
"ClawSimple","https://www.producthunt.com/products/clawsimple","Your dedicated OpenClaw server in 1 click","Productivity","https://www.producthunt.com/topics/productivity","Privacy","https://www.producthunt.com/topics/privacy","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","15","116"
"Company logo API","https://www.producthunt.com/products/hunter","Find any company logo for free","Design Tools","https://www.producthunt.com/topics/design-tools","API","https://www.producthunt.com/topics/api-1","Branding","https://www.producthunt.com/topics/branding","4","114"
"GoClaw","https://www.producthunt.com/products/goclaw","A free app to manage your self-hosted OpenClaw AI assistant","Android","https://www.producthunt.com/topics/android","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","7","114"
"InboxAgents","https://www.producthunt.com/products/inboxagents","Smart, unified inbox for Linkedin, email & social media.","Email","https://www.producthunt.com/topics/email","Messaging","https://www.producthunt.com/topics/messaging","Marketing","https://www.producthunt.com/topics/marketing","10","112"
"HookWatch","https://www.producthunt.com/products/hookwatch","Automated webhook monitoring for indie hackers & small teams","API","https://www.producthunt.com/topics/api-1","SaaS","https://www.producthunt.com/topics/saas","Developer Tools","https://www.producthunt.com/topics/developer-tools","10","112"
"MaxClaw by MiniMax","https://www.producthunt.com/products/minimax-agent","Always-on managed agent based on OpenClaw powered by MiniMax","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","","","2","126"
"Cosmic CLI","https://www.producthunt.com/products/cosmic","AI-powered CLI that builds, deploys, and manages content.","API","https://www.producthunt.com/topics/api-1","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","1","111"
"Media Library by beehiiv","https://www.producthunt.com/products/beehiiv","One place to create, edit, and manage all your creative","Design Tools","https://www.producthunt.com/topics/design-tools","Newsletters","https://www.producthunt.com/topics/newsletters","Writing","https://www.producthunt.com/topics/writing","7","112"
"Quilt","https://www.producthunt.com/products/quilt-5","The smartest and most efficient heat pump on the market","Home","https://www.producthunt.com/topics/home","Climate Tech","https://www.producthunt.com/topics/climate-tech","","","3","118"
"Feedix","https://www.producthunt.com/products/feedix","Your YouTube subscriptions, summarized and delivered by AI","Email","https://www.producthunt.com/topics/email","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","9","111"
"Ray 3.0","https://www.producthunt.com/products/ray-2","Output window for your AI agents","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","6","112"
"0xAudit","https://www.producthunt.com/products/0xaudit","The security layer for AI agents to scan, fix verify via MCP","Developer Tools","https://www.producthunt.com/topics/developer-tools","GitHub","https://www.producthunt.com/topics/github","Blockchain","https://www.producthunt.com/topics/blockchain","3","111"
"RentAHuman.ai","https://www.producthunt.com/products/rentahuman-ai","Get paid when AI agents need someone in the real world.","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","","","3","110"
"Remem AI","https://www.producthunt.com/products/remem-ai","AI that remembers what matters for you","iOS","https://www.producthunt.com/topics/ios","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","4","111"
"TalkToPost","https://www.producthunt.com/products/talktopost","Voice notes to LinkedIn and X viral content in seconds!","Productivity","https://www.producthunt.com/topics/productivity","Social Media","https://www.producthunt.com/topics/social-media","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","16","112"
"mvntSTUDIO","https://www.producthunt.com/products/mvntstudio","Dance generation AI for every song!","Music","https://www.producthunt.com/topics/music","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Animation","https://www.producthunt.com/topics/animation","7","113"
"UI Inspector","https://www.producthunt.com/products/ui-inspector","Visual CSS editor for Google Chrome","Chrome Extensions","https://www.producthunt.com/topics/chrome-extensions","Design Tools","https://www.producthunt.com/topics/design-tools","Developer Tools","https://www.producthunt.com/topics/developer-tools","3","114"
"Forum","https://www.producthunt.com/products/forum-2","Invest in your taste. Regulated exchange to trade relevance.","Web App","https://www.producthunt.com/topics/web-app","Social Media","https://www.producthunt.com/topics/social-media","Investing","https://www.producthunt.com/topics/investing","9","115"
"SF Trip Planner","https://www.producthunt.com/products/sf-trip-planner","Curated spots, events, crime indicator, all in a single map","Events","https://www.producthunt.com/topics/events","Travel","https://www.producthunt.com/topics/travel","Calendar","https://www.producthunt.com/topics/calendar","10","110"
"TrendWidget","https://www.producthunt.com/products/trendwidget","Google&Yahoo Trends on Home screen & AI search engine","Android","https://www.producthunt.com/topics/android","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","6","110"
"VidClaw","https://www.producthunt.com/products/vidclaw","An open-source, self-hosted Kanban for your OpenClaw agent.","Task Management","https://www.producthunt.com/topics/task-management","Open Source","https://www.producthunt.com/topics/open-source","GitHub","https://www.producthunt.com/topics/github","11","107"
"Yavy","https://www.producthunt.com/products/yavy","Turn any website into an MCP server for AI","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","10","109"
"Grid Overlay Pro","https://www.producthunt.com/products/grid-overlay-pro","A browser extension to visualize grid layouts on any webpage","Chrome Extensions","https://www.producthunt.com/topics/chrome-extensions","Design Tools","https://www.producthunt.com/topics/design-tools","Developer Tools","https://www.producthunt.com/topics/developer-tools","9","108"
"CozyTwo","https://www.producthunt.com/products/cozytwo","Build a home together, even when you're apart.","Dating","https://www.producthunt.com/topics/dating","Couples","https://www.producthunt.com/topics/couples","YouTube","https://www.producthunt.com/topics/youtube","13","107"
"Paper Plane Simulator","https://www.producthunt.com/products/paper-plane-simulator","Delightful game in which you throw a paper plane and watch","Indie Games","https://www.producthunt.com/topics/indie-games","Simulation Games","https://www.producthunt.com/topics/simulation-games","Vibe coding","https://www.producthunt.com/topics/vibe-coding","30","109"
"Baseline Core","https://www.producthunt.com/products/baseline-core","Open-source skills system that wires your business into AI","Productivity","https://www.producthunt.com/topics/productivity","Open Source","https://www.producthunt.com/topics/open-source","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","11","108"
"SERA","https://www.producthunt.com/products/allen-institute-of-artificial-intelligence","Fast, accessible coding agents that adapt to any repo","Open Source","https://www.producthunt.com/topics/open-source","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Development","https://www.producthunt.com/topics/development","5","108"
"HelixDB","https://www.producthunt.com/products/helixdb","An open-source OLTP graph-vector database built in Rust.","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","GitHub","https://www.producthunt.com/topics/github","19","110"
"OpenBug","https://www.producthunt.com/products/openbug","Ticket in, fix out. Every solution trains the next one.","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","8","104"
"Ember Mug CLI","https://www.producthunt.com/products/ember-mug-cli","Control your ember mug from the terminal","Open Source","https://www.producthunt.com/topics/open-source","Coffee","https://www.producthunt.com/topics/coffee","GitHub","https://www.producthunt.com/topics/github","4","105"
"screenpipe","https://www.producthunt.com/products/screenpipe","Your AI finally knows what you're doing","Productivity","https://www.producthunt.com/topics/productivity","Open Source","https://www.producthunt.com/topics/open-source","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","23","107"
"Claw Cognition","https://www.producthunt.com/products/claw-cognition","The marketplace where agents trade intelligence","SaaS","https://www.producthunt.com/topics/saas","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","4","108"
"SkillForge","https://www.producthunt.com/products/skillforge-2","Turn Screen Recordings into Agent-Ready Skills","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","3","110"
"Lemonade Password Manager","https://www.producthunt.com/products/lemonade-password-manager","Simple, secure, with an Env Vault for your .env files","Privacy","https://www.producthunt.com/topics/privacy","Password manager","https://www.producthunt.com/topics/password-manager","Security","https://www.producthunt.com/topics/security","3","104"
"TrumpRx","https://www.producthunt.com/products/trumprx","Find the world's lowest prices on prescription drugs","Politics","https://www.producthunt.com/topics/politics","Medical","https://www.producthunt.com/topics/medical","","","15","111"
"Cuto","https://www.producthunt.com/products/cuto","One prompt, commercial-grade video edits","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Video","https://www.producthunt.com/topics/video","","","4","107"
"Powering","https://www.producthunt.com/products/powering","Your ring of power for macOS","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Tech","https://www.producthunt.com/topics/tech","8","106"
"LIAM","https://www.producthunt.com/products/liam-email-calendar-assistant","Email drafts in your voice + inbox organising + scheduling","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Tech","https://www.producthunt.com/topics/tech","16","107"
"Reflex Rooster","https://www.producthunt.com/products/reflex-rooster","Can You React in Under 300ms!?","Productivity","https://www.producthunt.com/topics/productivity","Developer Tools","https://www.producthunt.com/topics/developer-tools","Games","https://www.producthunt.com/topics/games","16","106"
"Callio","https://www.producthunt.com/products/callio-3","Connect any API with AI Agent under 1 minute","API","https://www.producthunt.com/topics/api-1","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","9","104"
"GitGuessr","https://www.producthunt.com/products/gitguessr","Train code reading skills in a GeoGuessr-like game","Software Engineering","https://www.producthunt.com/topics/software-engineering","GitHub","https://www.producthunt.com/topics/github","Games","https://www.producthunt.com/topics/games","5","101"
"Polyvia","https://www.producthunt.com/products/polyvia","Queryable visual knowledge index for agents","API","https://www.producthunt.com/topics/api-1","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","7","106"
"Camzy","https://www.producthunt.com/products/camzy","Export Tesla dashcam video with driving data overlaid","GPS","https://www.producthunt.com/topics/gps","Video cameras","https://www.producthunt.com/topics/video-cameras","Electric Cars","https://www.producthunt.com/topics/electric-cars","9","105"
"Mito Health","https://www.producthunt.com/products/mito-health","Design Your Own Blood Panel in 60 secs","Health & Fitness","https://www.producthunt.com/topics/health-fitness","Biohacking","https://www.producthunt.com/topics/biohacking","Quantified Self","https://www.producthunt.com/topics/quantified-self","16","102"
"Commentblocks","https://www.producthunt.com/products/commentblocks-visual-website-feedback","Allow clients to visually provide feedback without a login","Design Tools","https://www.producthunt.com/topics/design-tools","Productivity","https://www.producthunt.com/topics/productivity","Marketing","https://www.producthunt.com/topics/marketing","8","102"
"DeltaMemory","https://www.producthunt.com/products/deltamemory","Fastest cognitive memory for AI Agents","SaaS","https://www.producthunt.com/topics/saas","Developer Tools","https://www.producthunt.com/topics/developer-tools","Tech","https://www.producthunt.com/topics/tech","3","104"
"Open blivz","https://www.producthunt.com/products/blivz","Open-source tool for GTM.","Sales","https://www.producthunt.com/topics/sales","Open Source","https://www.producthunt.com/topics/open-source","Marketing","https://www.producthunt.com/topics/marketing","5","105"
"Drivebase","https://www.producthunt.com/products/drivebase","Unified file manager for all your cloud storage with E2EE","Productivity","https://www.producthunt.com/topics/productivity","Open Source","https://www.producthunt.com/topics/open-source","Storage","https://www.producthunt.com/topics/storage","12","103"
"Draftwise Playbook Studio","https://www.producthunt.com/products/draftwise-playbook-studio","Analyze your patterns. Capture your edge. Playbooks at scale","Legal","https://www.producthunt.com/topics/legal","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","","","3","106"
"Your Love Style","https://www.producthunt.com/products/your-love-style-a-valentine-s-day-event","A choose-your-own-adventure game meets personality quiz","Dating","https://www.producthunt.com/topics/dating","Education","https://www.producthunt.com/topics/education","Games","https://www.producthunt.com/topics/games","7","112"
"CodeWords UI","https://www.producthunt.com/products/codewords","Bring your automations to life","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","No-Code","https://www.producthunt.com/topics/no-code","Vibe coding","https://www.producthunt.com/topics/vibe-coding","5","104"
"Echolon","https://www.producthunt.com/products/echolon","Postman Alternative. Open source, git-native, zero login","API","https://www.producthunt.com/topics/api-1","Open Source","https://www.producthunt.com/topics/open-source","GitHub","https://www.producthunt.com/topics/github","5","102"
"Moltcraft","https://www.producthunt.com/products/moltcraft","Visualize your AI agents work in a pixel world","Open Source","https://www.producthunt.com/topics/open-source","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","6","103"
"moCODE","https://www.producthunt.com/products/mocode","AI coding assistant on Mobile for OpenCode/KiloCode Server","Android","https://www.producthunt.com/topics/android","Developer Tools","https://www.producthunt.com/topics/developer-tools","Tech","https://www.producthunt.com/topics/tech","3","102"
"WebMCP","https://www.producthunt.com/products/webmcp","Give AI agents access to web apps via JavaScript","API","https://www.producthunt.com/topics/api-1","Developer Tools","https://www.producthunt.com/topics/developer-tools","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","2","109"
"S3nding","https://www.producthunt.com/products/s3nding","The fastest way to upload and share files from S3.","Productivity","https://www.producthunt.com/topics/productivity","Storage","https://www.producthunt.com/topics/storage","Developer Tools","https://www.producthunt.com/topics/developer-tools","3","103"
"GitBoard","https://www.producthunt.com/products/gitboard","Menubar mac app for Github Projects","Developer Tools","https://www.producthunt.com/topics/developer-tools","GitHub","https://www.producthunt.com/topics/github","Menu Bar Apps","https://www.producthunt.com/topics/menu-bar-apps","4","105"
"ChartStud","https://www.producthunt.com/products/chartstud-2","Turn messy data into clear decisions in minutes","Data & Analytics","https://www.producthunt.com/topics/data-analytics","Business Intelligence","https://www.producthunt.com/topics/business-intelligence","Data Visualization","https://www.producthunt.com/topics/data-visualization","17","104"
"Seedream 5.0 Lite","https://www.producthunt.com/products/pixeldance-seaweed","The next generation of AI image creation is here","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Photo & Video","https://www.producthunt.com/topics/photo-video","","","0","100"
"Therapist AI","https://www.producthunt.com/products/therapist-ai-time-for-what-matters","Built by Therapists, For Therapists","Productivity","https://www.producthunt.com/topics/productivity","Artificial Intelligence","https://www.producthunt.com/topics/artificial-intelligence","Health","https://www.producthunt.com/topics/health","37","103"
