"content-center href","rounded-2xl src","inline","flex","text-xs","text-xs 2","line-clamp-1","styles_tooltip-text__bYBqF","line-clamp-1 2","styles_tooltip-text__bYBqF 2","mr-2","mr-2 href","whitespace-nowrap","pl-1","pl-1 2","pl-1 3","text-xs 3","line-clamp-1 3","inline-flex","mr-2 2","mr-2 href 2","whitespace-nowrap 2","pl-1 4","text-xs 5","mr-2 3","mr-2 href 3","whitespace-nowrap 3","pl-1 5","pl-1 6","text-xs 7"
"https://wellfound.com/company/shiftsmart","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/879656-def6432cf19e41bc4952cca2114dd49c-medium_jpg.jpg?buster=1445113005","Shiftsmart","Actively Hiring","We're building the future of labor. We empower hourly workers to find rewarding, flexible work","51-200 Employees","B2C","Rapidly increasing operations","B2B","","Senior / Staff Machine Learning Engineer","https://wellfound.com/jobs/3027783-senior-staff-machine-learning-engineer","Full-time","$170k – $220k","Remote • New York","$165k – $205k","1 month ago","Scale Stage","","Senior Software Engineer","https://wellfound.com/jobs/2965683-senior-software-engineer","Full-time","Remote • New York","9 months ago","","","","","",""
"https://wellfound.com/company/radimal","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8230227-52c61c5ec2c060757c964172d729cbc3-medium_jpg.jpg?buster=1615334295","Radimal","Actively Hiring","Radimal provides veterinarians with instant, AI-generated radiology reports","11-50 Employees","","","","","🐶🐱 Senior Product Engineer","https://wellfound.com/jobs/3909956-senior-product-engineer","Full-time","$170k – $210k • No equity","Remote only • United States","5 years of exp","2 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/kyber-4","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9758967-c332c7e2771e6098f3c624aea24f02fc-medium_jpg.jpg?buster=1694464160","Kyber","","AI-native Document Generation and Delivery","1-10 Employees","B2B","Startup in initial stages","Early Stage","This company has received a significant amount of investment from top investors","Staff Engineer / Tech Lead","https://wellfound.com/jobs/3822951-staff-engineer-tech-lead","Full-time","$200k – $260k • 0.5% – 1.5%","In office • New York City","5 years of exp","1 month ago","Top Investors","+1","","","","","","","","","","",""
"https://wellfound.com/company/anysignal","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9288875-feb6dfd405f0ec6e78565deda4f89cd1-medium_jpg.jpg?buster=1762454476","AnySignal","Actively Hiring","next generation RF","11-50 Employees","B2B","Startup in initial stages","Early Stage","","Avionics Mechanical Engineer","https://wellfound.com/jobs/3937432-avionics-mechanical-engineer","Full-time","$100k – $130k","Los Angeles","$130k – $200k","6 days ago","","","Ground Software Engineer","https://wellfound.com/jobs/3768860-ground-software-engineer","Full-time","Los Angeles","1 month ago","Forward Deployed Engineer","https://wellfound.com/jobs/3543765-forward-deployed-engineer","Full-time","$130k – $200k","In office • Los Angeles","3 months ago"
"https://wellfound.com/company/activeloopai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8282571-6ca9519cb7a37ed9a34518e134e1a66b-medium_jpg.jpg?buster=1746623330","Activeloop","","The future of data","11-50 Employees","B2B","Startup in initial stages","Early Stage","This company has received a significant amount of investment from top investors","Staff Backend Engineer","https://wellfound.com/jobs/3807513-staff-backend-engineer","Full-time","$220k – $300k","In office • Mountain View","7 years of exp","1 month ago","Top Investors","+1","","","","","","","","","","",""
"https://wellfound.com/company/tulip-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/1051832-ea70a0c0050aef89b9951d94fe21836a-medium_jpg.jpg?buster=1619529138","Tulip Interfaces","Actively Hiring","The Leader in Frontline Operations","51-200 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Quality Systems Engineer","https://wellfound.com/jobs/3830741-quality-systems-engineer","Full-time","$100k – $140k","Somerville","$150k – $190k","1 month ago","Top Investors","+3","Senior DevOps Engineer","https://wellfound.com/jobs/3542947-senior-devops-engineer","Full-time","Somerville","3 months ago","DevOps Engineer","https://wellfound.com/jobs/3480432-devops-engineer","Full-time","$130k – $170k","Somerville","5 months ago"
"https://wellfound.com/company/preset-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/6986142-6542a47733c97240e6a34f01455edf42-medium_jpg.jpg?buster=1583869869","Preset","Actively Hiring","The fastest, most comprehensive open-source (Apache Superset) analytics application today","11-50 Employees","B2B","Expanding market presence","Growth Stage","This company has received a significant amount of investment from top investors","Senior Full Stack Software Engineer","https://wellfound.com/jobs/3800543-senior-full-stack-software-engineer","Full-time","$120k – $200k","Remote only • Canada","8 years of exp","1 month ago","Top Investors","","","","","","","","","","","",""
"https://wellfound.com/company/markforged","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/377009-7bf448ec437da9543b6d1094e1277048-medium_jpg.jpg?buster=1589650138","Markforged","Actively Hiring","Offering a full suite of metal materials designed to help you manufacture complex parts affordably","201-500 Employees","B2B","Publicly traded company","Public Stage","This company has received a significant amount of investment from top investors","Systems Print Engineer","https://wellfound.com/jobs/3839270-systems-print-engineer","Full-time","$72k – $98k","Waltham","$147k – $198k","4 weeks ago","Top Investors","","Senior Software Engineer","https://wellfound.com/jobs/3827344-senior-software-engineer","Full-time","Waltham","1 month ago","Test Engineer","https://wellfound.com/jobs/3700702-test-engineer","Full-time","$69k – $81k","Waltham","2 months ago"
"https://wellfound.com/company/agave-api","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8975809-f5a0e955b727f464139fce4f861b53ec-medium_jpg.jpg?buster=1657053965","Agave API","","Field and finance, finally in sync","11-50 Employees","Top 10% of responders","Agave API is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, Agave API usually responds to incoming applications within a week","Software Engineer","https://wellfound.com/jobs/3272257-software-engineer","Full-time","$130k – $210k • 0.05% – 0.2%","In office • San Francisco","1 year of exp","4 months ago","Early Stage","+2","","","","","","","","","","",""
"https://wellfound.com/company/art-of-problem-solving","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/609377-a5f0336fcf20f21af53de52c54a05e1f-medium_jpg.jpg?buster=1687850559","Art of Problem Solving","Actively Hiring","E-Learning Providers","1001-5000 Employees","","","","","Senior Software Engineer","https://wellfound.com/jobs/3880996-senior-software-engineer","Full-time","$150k – $195k • No equity","In office • San Francisco","4 years of exp","2 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/integral-healthcare","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9105052-f76f68bd8aa4cedc27010004e27bf6d6-medium_jpg.jpg?buster=1744670649","Integral","Actively Hiring","We 10x healthcare analytics by providing real-time compliance","11-50 Employees","Responds within two weeks","Based on past data, Integral usually responds to incoming applications within two weeks","B2B","Startup in initial stages","Solutions Engineer","https://wellfound.com/jobs/3792881-solutions-engineer","Full-time","$120k – $200k • 0.05% – 0.1%","In office • New York City","3 years of exp","1 month ago","Early Stage","","Full-stack Engineer (NextJs)","https://wellfound.com/jobs/3750102-full-stack-engineer-nextjs","Full-time","$130k – $160k • 0.05% – 0.1%","1 month ago","","","","In office • San Francisco","2 years of exp",""
"https://wellfound.com/company/tao-motor","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10884921-840c51a64ce3589d6bf196c367226823-medium_jpg.jpg?buster=1772477291","Tao Motor","Actively Hiring","We are a global technology company specializing in advanced robots - wheeled, quadruped and humanoid","501-1000 Employees","","","","","Senior Systems & Software Engineer","https://wellfound.com/jobs/3933271-senior-systems-software-engineer","Full-time","$120k – $180k","In office • Plano","3 years of exp","1 week ago","","","","","","","","","","","","",""
"https://wellfound.com/company/lunar-systems-inc","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9844324-29e1943c4a3b0c1a808171b8ccac0806-medium_jpg.jpg?buster=1741927608","Lunar","Actively Hiring","The most sophisticated software system ever built for hospitals","11-50 Employees","Top 1% of responders","Lunar is in the top 1% of companies in terms of response time to applications","Responds within a day","Based on past data, Lunar usually responds to incoming applications within a day","Staff Software Engineer, Product","https://wellfound.com/jobs/3845378-staff-software-engineer-product","Full-time","$190k – $250k","Remote • San Francisco","$190k – $250k","3 weeks ago","B2B","+1","Staff Software Engineer, Platform","https://wellfound.com/jobs/3845373-staff-software-engineer-platform","Full-time","Remote • San Francisco","3 weeks ago","Senior Software Engineer, Product","https://wellfound.com/jobs/3845366-senior-software-engineer-product","Full-time","$190k – $250k","Remote • San Francisco","3 weeks ago"
"https://wellfound.com/company/beam-health","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/5194692-61f68d209183fb5516eb65aea8d1517d-medium_jpg.jpg?buster=1770317817","Beam Health","Actively Hiring","Improving the online experience at private practices","1-10 Employees","B2B","Startup in initial stages","Early Stage","","Engineering Lead","https://wellfound.com/jobs/3828464-engineering-lead","Full-time","$200k – $250k • 0.25% – 0.5%","In office • New York City","5 years of exp","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/steadily","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8046272-1655ea1ac676b09d9e7da96e5831a782-medium_jpg.jpg?buster=1603996373","Steadily","Actively Hiring","Steadily is an insurtech startup building a full-stack insurance service for landlords","51-200 Employees","Top 5% of responders","Steadily is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Steadily usually responds to incoming applications within a few days","Senior Salesforce Software Engineer","https://wellfound.com/jobs/3677185-senior-salesforce-software-engineer","Full-time","$145k – $175k","Austin","$220k – $250k","2 months ago","B2C","+3","Senior Software Engineer, Growth - (Austin,TX)","https://wellfound.com/jobs/3192870-senior-software-engineer-growth-austin-tx","Full-time","Austin","1 year ago","","","","","",""
"https://wellfound.com/company/galvanickco","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8511137-4b2035c38a26ca1cca9dfaeec675f956-medium_jpg.jpg?buster=1726102991","Galvanick","Actively Hiring","Secure Industrial Operations","11-50 Employees","Top 5% of responders","Galvanick is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Galvanick usually responds to incoming applications within a few days","Senior Detections Engineer","https://wellfound.com/jobs/2973900-senior-detections-engineer","Full-time","In office • Seattle","4 years of exp","In office • Seattle","1 month ago","B2B","+2","Infrastructure Engineer","https://wellfound.com/jobs/3715536-infrastructure-engineer","Full-time","5 years of exp","2 months ago","Full Stack Engineer","https://wellfound.com/jobs/3627192-full-stack-engineer","Full-time","In office • Seattle","6 years of exp","3 months ago"
"https://wellfound.com/company/labelbox","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/5434911-bcfb98b3867759f0efc6c7d7b937b018-medium_jpg.jpg?buster=1665094513","Labelbox","","Our mission is to build the best products for humans to align with artificial intelligence","51-200 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Full-Stack Engineer, AI Data Platform","https://wellfound.com/jobs/3727456-full-stack-engineer-ai-data-platform","Full-time","San Francisco","$140k – $200k","In office • San Francisco","2 months ago","Top Investors","+4","Forward Deployed Engineer","https://wellfound.com/jobs/3208932-forward-deployed-engineer","Full-time","1 year of exp","7 months ago","Applied Research Engineer","https://wellfound.com/jobs/3210010-applied-research-engineer","Full-time","San Francisco","","10 months ago"
"https://wellfound.com/company/speak-app","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/4294719-3587266987a5a8d19bcc53bb1aea2877-medium_jpg.jpg?buster=1630452687","Speak","Actively Hiring","AI language tutor that helps you speak","51-200 Employees","B2C","Expanding market presence","Growth Stage","This company has received a significant amount of investment from top investors","Senior Analytics Engineer","https://wellfound.com/jobs/3523098-senior-analytics-engineer","Full-time","$170k – $240k","Remote • San Francisco","$170k – $280k","2 weeks ago","Top Investors","+3","Applied ML Engineer, Speech","https://wellfound.com/jobs/3392128-applied-ml-engineer-speech","Full-time","In office • San Francisco","6 months ago","","","","","",""
"https://wellfound.com/company/doximity","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/37259-548398cd6cb66f7b9ebc13a08d39cd51-medium_jpg.jpg?buster=1689222578","Doximity","Actively Hiring","Doximity is an online networking service for medical professionals","501-1000 Employees","B2B","Publicly traded company","Public Stage","This company has received a significant amount of investment from top investors","Senior Software Engineer (Python), Data Platform","https://wellfound.com/jobs/3317818-senior-software-engineer-python-data-platform","Full-time","Remote • San Francisco","","","9 months ago","Top Investors","+3","","","","","","","","","","",""
"https://wellfound.com/company/benchling","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/112872-1510bdf3d085dbf0a71382613beacd74-medium_jpg.jpg?buster=1589648026","Benchling","","Benchling’s mission is to unlock the power of biotechnology","501-1000 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Software Engineer, Full Stack (Registry and Inventory)","https://wellfound.com/jobs/3625301-software-engineer-full-stack-registry-and-inventory","Full-time","$165k – $223k","Boston","$165k – $223k","1 month ago","Top Investors","+5","Software Engineer, Full Stack (Registry and Inventory)","https://wellfound.com/jobs/3625300-software-engineer-full-stack-registry-and-inventory","Full-time","San Francisco","1 month ago","Software Engineer, Platform (Developer Experience) (High Seniority)","https://wellfound.com/jobs/3511585-software-engineer-platform-developer-experience-high-seniority","Full-time","$168k – $252k","Remote • San Francisco","1 month ago"
"https://wellfound.com/company/kaedim","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7778183-67822a0032c12e6da882fd3b07881f37-medium_jpg.jpg?buster=1694599252","Kaedim","Actively Hiring","Our AI and in-house art team combine to deliver production-ready 3D models 10x faster","11-50 Employees","Top 5% of responders","Kaedim is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Kaedim usually responds to incoming applications within a few days","Security Engineer","https://wellfound.com/jobs/3673606-security-engineer","Full-time","$80k – $150k • 0.1% – 0.5%","Onsite or remote • San Francisco","2 years of exp","2 months ago","B2B","+1","Software Engineer (Backend)","https://wellfound.com/jobs/2578973-software-engineer-backend","Full-time","$80k – $160k • 0.1% – 0.5%","3 months ago","","","","In office • Singapore","3 years of exp",""
"https://wellfound.com/company/medal-app","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/832372-73c24110be639d297220ee57be179b12-medium_jpg.jpg?buster=1622089530","Medal","","Sharing gaming moments should be as simple as IRL. We built the platform to enable that","11-50 Employees","Growth Stage","Expanding market presence","","","Senior SWE, Backend","https://wellfound.com/jobs/3826583-senior-swe-backend","Full-time","$180k – $250k","New York City","$150k – $350k","1 month ago","","","Applied AI Engineer (Spatial and Embodied AI)","https://wellfound.com/jobs/3799790-applied-ai-engineer-spatial-and-embodied-ai","Full-time","New York City","1 month ago","Data Security Engineer","https://wellfound.com/jobs/3770882-data-security-engineer","Full-time","$150k – $280k","New York City","1 month ago"
"https://wellfound.com/company/google","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/32203-82d0714db762a3e51bfe40bf38acfe52-medium_jpg.jpg?buster=1736313908","Google","Actively Hiring","Search Engine","5000+ Employees","B2C","Publicly traded company","B2B","","Software Engineer, Full Stack, LearnX","https://wellfound.com/jobs/3464200-software-engineer-full-stack-learnx","Full-time","$166k – $244k","Remote only • New York City","5 years of exp","5 months ago","Public Stage","+1","Software Engineer, Cloud Interconnect Networking","https://wellfound.com/jobs/3456771-software-engineer-cloud-interconnect-networking","Full-time","$141k – $202k","5 months ago","Engineering Manager, AI Data Generation","https://wellfound.com/jobs/3450982-engineering-manager-ai-data-generation","Full-time","In office • Durham","8 years of exp","5 months ago"
"https://wellfound.com/company/per4mer","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10838997-489f47c03865bdeb3638e84ad972d457-medium_jpg.jpg?buster=1769462967","Per4mer","Actively Hiring","AI Sales Coach for Technical Founders","1-10 Employees","Top 1% of responders","Per4mer is in the top 1% of companies in terms of response time to applications","Responds within a day","Based on past data, Per4mer usually responds to incoming applications within a day","Senior Full-Stack Engineer","https://wellfound.com/jobs/3833470-senior-full-stack-engineer","Full-time","$60k – $120k • 1.0% – 3.0%","Onsite or remote • Oregon","6 years of exp","4 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/circleplus","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9168391-e73d919ed323acbd00a43235d2aa53b6-medium_jpg.jpg?buster=1666689162","Circle+","Actively Hiring","Building a founder focused co-intelligence for startup metrics","1-10 Employees","Top 5% of responders","Circle+ is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Circle+ usually responds to incoming applications within a few days","Founding Engineer","https://wellfound.com/jobs/3625294-founding-engineer","Full-time","1.0% – 5.0%","Onsite or remote • San Francisco","2 years of exp","1 month ago","B2B","+1","","","","","","","","","","",""
"https://wellfound.com/company/jumpplatforms","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8637333-323a0655e0abc50d9eee859e3b3b015f-medium_jpg.jpg?buster=1721054950","Jump","Actively Hiring","The Unified Fan Experience Platform: A New Model for Modern Sports","11-50 Employees","B2B","Expanding market presence","Growth Stage","This company has received a significant amount of investment from top investors","Senior iOS Engineer","https://wellfound.com/jobs/3826562-senior-ios-engineer","Full-time","$185k – $185k","Remote • Los Angeles","","1 month ago","Top Investors","","","","","","","","","","","",""
"https://wellfound.com/company/turo","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/33132-ac2fac50ec314c65adb65cec982b5910-medium_jpg.jpg?buster=1589651759","Turo","Actively Hiring","Book unforgettable cars from trusted hosts around the world","501-1000 Employees","B2C","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Sr. Security Engineer, Enterprise Security","https://wellfound.com/jobs/3104111-sr-security-engineer-enterprise-security","Full-time","$140k – $175k","San Francisco","$142k – $177k","1 year ago","Top Investors","+4","Senior Software Engineer, ML Infrastructure","https://wellfound.com/jobs/3104103-senior-software-engineer-ml-infrastructure","Full-time","Austin","1 year ago","IT System Engineer","https://wellfound.com/jobs/3104094-it-system-engineer","Full-time","$98k – $110k","Phoenix","1 year ago"
"https://wellfound.com/company/omnisync","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8226825-b77ad8a47735812bd488fbce891da003-medium_jpg.jpg?buster=1719448270","OmniSync","","Transforming the way public and private sectors innovate","11-50 Employees","B2B","Startup in initial stages","Early Stage","","Data Quality Assurance Engineer","https://wellfound.com/jobs/3752054-data-quality-assurance-engineer","Full-time","$62k – $90k","In office • San Diego","3 years of exp","1 month ago","","","DevOps and Security Ops Engineer","https://wellfound.com/jobs/3723814-devops-and-security-ops-engineer","Full-time","$89k – $128k","2 months ago","","","","In office • San Diego","2 years of exp",""
"https://wellfound.com/company/goody-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8143613-ac80bfdd7f329c0fc3cc992e984f30b0-medium_jpg.jpg?buster=1610333167","Goody","","The easiest way to send a gift","11-50 Employees","B2C","Expanding market presence","B2B","","Senior Software Engineer, Growth","https://wellfound.com/jobs/3827822-senior-software-engineer-growth","Full-time","$150k – $200k","Remote only • Brazil","4 years of exp","1 month ago","Growth Stage","+1","","","","","","","","","","",""
"https://wellfound.com/company/epsilon3","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8183186-ae343bd442dea7283cb2c5e0e627caeb-medium_jpg.jpg?buster=1612414318","Epsilon3","","Software suite for complex engineering, testing, and operations","11-50 Employees","B2B","Startup in initial stages","Early Stage","This company has received a significant amount of investment from top investors","Software Engineer","https://wellfound.com/jobs/1191188-software-engineer","Full-time","$120k – $175k • 0.08% – 0.14%","In office • Los Angeles","5 years of exp","2 months ago","Top Investors","+1","","","","","","","","","","",""
"https://wellfound.com/company/watney-robotics","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10719082-65073582215acbbe8ba12b31afc6c919-medium_jpg.jpg?buster=1759746727","Watney Robotics","","Intelligent Robots, Today","11-50 Employees","Top 5% of responders","Watney Robotics is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Watney Robotics usually responds to incoming applications within a few days","Robotics Technician","https://wellfound.com/jobs/3531445-robotics-technician","Full-time","$80k – $105k","San Francisco","$200k – $275k • 0.1% – 0.4%","4 months ago","","","Staff Software Engineer, Data Infra","https://wellfound.com/jobs/3526841-staff-software-engineer-data-infra","Full-time","In office • San Francisco","5 months ago","","","","7 years of exp","",""
"https://wellfound.com/company/dataiku","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/141418-1a571520061744ccd50545d59ed3ff93-medium_jpg.jpg?buster=1773070876","Dataiku","Actively Hiring","The Universal AI Platform™","1001-5000 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Site Reliability Engineer II","https://wellfound.com/jobs/3967302-site-reliability-engineer-ii","Full-time","Remote • New York","Remote • Austin","Remote • Minneapolis","yesterday","Top Investors","+4","Senior Sales Engineer, West","https://wellfound.com/jobs/3722841-senior-sales-engineer-west","Full-time","","2 months ago","Senior Sales Engineer, West","https://wellfound.com/jobs/3722840-senior-sales-engineer-west","Full-time","","","2 months ago"
"https://wellfound.com/company/avela-ed","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7964968-3339f97fb95b8a6d6c594c3deab9cba9-medium_jpg.jpg?buster=1660860911","Avela","","Common application for PK-12 education","11-50 Employees","Top 5% of responders","Avela is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Avela usually responds to incoming applications within a few days","Software Engineer - Full Stack (Data/Platform Heavy, Senior Level)","https://wellfound.com/jobs/3138141-software-engineer-full-stack-data-platform-heavy-senior-level","Full-time","$150k – $185k","Boston","","1 year ago","B2B","+1","","","","","","","","","","",""
"https://wellfound.com/company/bnsf-railway-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8998519-cfde3a2e898f4fed9d00dafddc976f3e-medium_jpg.jpg?buster=1658253747","BNSF Railway","Actively Hiring","","5000+ Employees","","","","","Product, Platform & Enterprise Full Stack Sr/Staff Software Engineer","https://wellfound.com/jobs/3933245-product-platform-enterprise-full-stack-sr-staff-software-engineer","Full-time","$165k – $200k","Remote only • United States","6 years of exp","1 week ago","","","","","","","","","","","","",""
"https://wellfound.com/company/lifewell-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10784084-3710652d10146d98e32c1beb961fc614-medium_jpg.jpg?buster=1765386745","Lifewell","Actively Hiring","Solving context-blind AI for patients and clinical experts","1-10 Employees","Top 10% of responders","Lifewell is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, Lifewell usually responds to incoming applications within a week","Principal / Senior Computer Vision AI Engineer","https://wellfound.com/jobs/3876315-principal-senior-computer-vision-ai-engineer","Full-time","$300k – $350k • 0.05% – 0.25%","Onsite or remote • Austin","5 years of exp","3 weeks ago","","","","","","","","","","","","",""
"https://wellfound.com/company/hiveai","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/150892-41afe1e49c5b17046d15367642623c3a-medium_jpg.jpg?buster=1703212015","Hive","","Cloud-based AI solutions to understand, search, and generate content","201-500 Employees","Top 10% of responders","Hive is in the top 10% of companies in terms of response time to applications","Responds within two weeks","Based on past data, Hive usually responds to incoming applications within two weeks","Machine Learning Engineer","https://wellfound.com/jobs/292187-machine-learning-engineer","Full-time","$120k – $180k • 0.0% – 0.1%","In office • Seattle","1 year of exp","4 months ago","B2B","+3","Software Engineer - Backend","https://wellfound.com/jobs/17353-software-engineer-backend","Full-time","$120k – $180k • 0.0% – 0.05%","4 months ago","DevOps / Systems Engineer","https://wellfound.com/jobs/81815-devops-systems-engineer","Full-time","In office • Seattle","4 years of exp","1 year ago"
"https://wellfound.com/company/atomus","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7155251-2e7855943f16a2e87a9db9b7f31bea91-medium_jpg.jpg?buster=1687994977","Atomus","","Technology-driven Managed Security Service Provider (MSSP) built for Aerospace and Defense","11-50 Employees","Responds within two weeks","Based on past data, Atomus usually responds to incoming applications within two weeks","B2B","Startup in initial stages","Software Engineer","https://wellfound.com/jobs/3282244-software-engineer","Full-time","$160k – $230k • 0.05% – 0.1%","In office • San Francisco","3 years of exp","1 month ago","Early Stage","+1","Senior Software Engineer","https://wellfound.com/jobs/3542005-senior-software-engineer","Full-time","$220k – $300k • 0.05% – 0.1%","2 months ago","","","","In office • San Francisco","5 years of exp",""
